              0              0              0
           0.01     0.02083121     0.08516304
           0.02     0.04166243      0.1612702
           0.03     0.04978215      0.2291831
           0.04     0.05350981      0.2896818
           0.05     0.05462792      0.3434716
           0.06     0.05412564      0.3911911
           0.07     0.05260404      0.4334179
           0.08     0.05044895      0.4706747
           0.09     0.04791666      0.5034344
            0.1       0.045181      0.5321251
           0.11     0.04236118      0.5571339
           0.12     0.03953913      0.5788112
           0.13      0.0367708      0.5974741
           0.14     0.03409375      0.6134094
           0.15     0.03153239      0.6268766
           0.16     0.02910168      0.6381107
           0.17     0.02680972      0.6473242
           0.18     0.02465973      0.6547093
           0.19     0.02265138        0.66044
            0.2     0.02078188      0.6646738
           0.21     0.01904672      0.6675531
           0.22     0.01744024      0.6692068
           0.23     0.01595604      0.6697516
           0.24     0.01458734      0.6692929
           0.25     0.01332715      0.6679264
           0.26     0.01216849      0.6657382
           0.27      0.0111045      0.6628067
           0.28     0.01012849      0.6592026
           0.29     0.00923407      0.6549899
            0.3    0.008415123      0.6502266
           0.31    0.007665865      0.6449649
           0.32    0.006980849      0.6392523
           0.33    0.006354964      0.6331318
           0.34    0.005783437      0.6266422
           0.35    0.005261822      0.6198185
           0.36    0.004785988      0.6126926
           0.37    0.004352109      0.6052933
           0.38    0.003956646      0.5976465
           0.39    0.003596332      0.5897758
            0.4    0.003268155      0.5817025
           0.41    0.002969343      0.5734459
           0.42    0.002697351      0.5650235
           0.43    0.002449837       0.556451
           0.44    0.002224655      0.5477426
           0.45    0.002019841      0.5389114
           0.46    0.001833591       0.529969
           0.47    0.001664258      0.5209261
           0.48    0.001510336       0.511792
           0.49    0.001370445      0.5025757
            0.5     0.00124333      0.4932848
           0.51    0.001127841      0.4839264
           0.52    0.001022929       0.474507
           0.53   0.0009276404      0.4650325
           0.54   0.0008411023      0.4555079
           0.55   0.0007625209      0.4459382
           0.56   0.0006911726      0.4363276
           0.57   0.0006263984      0.4266799
           0.58   0.0005675983      0.4169988
           0.59   0.0005142262      0.4072873
            0.6    0.000465785      0.3975485
           0.61   0.0004218227      0.3877848
           0.62    0.000381928      0.3779987
           0.63   0.0003457269      0.3681923
           0.64   0.0003128794      0.3583675
           0.65   0.0002830765      0.3485261
           0.66   0.0002560371      0.3386696
           0.67   0.0002315062      0.3287995
           0.68   0.0002092518      0.3189171
           0.69   0.0001890631      0.3090235
            0.7    0.000170749      0.2991199
           0.71   0.0001541356      0.2892071
           0.72   0.0001390651      0.2792861
           0.73   0.0001253942      0.2693576
           0.74    0.000112993      0.2594223
           0.75   0.0001017433       0.249481
           0.76  9.153798e-005      0.2395341
           0.77  8.227984e-005      0.2295821
           0.78  7.388062e-005      0.2196257
           0.79  6.626024e-005      0.2096651
            0.8  5.934605e-005      0.1997009
           0.81  5.307216e-005      0.1897332
           0.82  4.737877e-005      0.1797626
           0.83  4.221165e-005      0.1697892
           0.84  3.752161e-005      0.1598133
           0.85  3.326404e-005      0.1498351
           0.86  2.939848e-005      0.1398549
           0.87  2.588824e-005      0.1298729
           0.88  2.270005e-005      0.1198892
           0.89  1.980375e-005       0.109904
            0.9  1.717198e-005     0.09991745
           0.91  1.477995e-005     0.08992965
           0.92  1.260517e-005     0.07994073
           0.93  1.062727e-005      0.0699508
           0.94  8.827767e-006     0.05995995
           0.95  7.189922e-006     0.04996828
           0.96  5.698554e-006     0.03997586
           0.97  4.339906e-006     0.02998275
           0.98  3.101507e-006     0.01998904
           0.99  1.972057e-006    0.009994771
